Mean Temp Monthly (°C),Total Precip Monthly (mm),Province,Year,Month
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
1.2125,75.5,Ontario,2013,3
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
4.508695652,153,Ontario,2013,4
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
11.74,104.6,Ontario,2013,5
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
15.283333333,78.8,Ontario,2013,6
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
18.736666667,53,Ontario,2013,7
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
16.706451613,60,Ontario,2013,8
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
11.79,94.8,Ontario,2013,9
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
8.171428571,133.4,Ontario,2013,10
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
2.207142857,78.6,Ontario,2013,11
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
,74.7,Ontario,2013,12
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-15.736666667,60.7,Ontario,2015,1
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-18.707142857,32,Ontario,2015,2
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
-7.461290323,50.7,Ontario,2015,3
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
3.482758621,55.7,Ontario,2015,4
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
12.477419355,98.3,Ontario,2015,5
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
14.57,88.4,Ontario,2015,6
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
18.064516129,60.2,Ontario,2015,7
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
17.37,60.5,Ontario,2015,8
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
15.635714286,82.7,Ontario,2015,9
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
5.607142857,48.4,Ontario,2015,10
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
2.031034483,84.2,Ontario,2015,11
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
-0.119354839,90.7,Ontario,2015,12
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
1.6,42.4,Ontario,2014,1
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-10.52,38,Ontario,2014,2
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
-9.670967742,51.2,Ontario,2014,3
